,time,location,avg_7
395,2021-06-18,BAC,-2.3552247242251467
396,2021-06-19,BAC,-2.3376481651914784
397,2021-06-20,BAC,-2.2937316419049654
398,2021-06-21,BAC,-2.002057979599614
399,2021-06-22,BAC,-1.988728395287462
400,2021-06-23,BAC,-2.1321182733013804
401,2021-06-24,BAC,-2.2241503296983494
402,2021-06-25,BAC,-2.319788771789894
403,2021-06-26,BAC,-2.3513412521409487
404,2021-06-27,BAC,-2.539299936382904
405,2021-06-28,BAC,-2.584093900219939
406,2021-06-29,BAC,-2.4754491413822954
407,2021-06-30,BAC,-2.284861504892491
408,2021-07-01,BAC,-2.197614244514293
409,2021-07-02,BAC,-2.102192437287516
410,2021-07-03,BAC,-2.057605594611939
411,2021-07-04,BAC,-1.7435219186267734
412,2021-07-05,BAC,-1.5724211127157404
413,2021-07-06,BAC,-1.7762688636872364
414,2021-07-07,BAC,-2.009987449568124
415,2021-07-08,BAC,-2.021427375429575
416,2021-07-09,BAC,-1.972398923584045
417,2021-07-10,BAC,-1.9707669277651985
418,2021-07-11,BAC,-1.2935373305264108
419,2021-07-12,BAC,-1.250359506327813
420,2021-07-13,BAC,-1.272404530914811
421,2021-07-14,BAC,-1.2992991636316678
422,2021-07-15,BAC,-1.3069779080234645
423,2021-07-16,BAC,-1.382080931540286
424,2021-07-17,BAC,-1.2919135601432912
425,2021-07-18,BAC,-2.1287932354581685
426,2021-07-19,BAC,-2.308140733750751
427,2021-07-20,BAC,-2.1465551134222878
428,2021-07-21,BAC,-2.1029679028886115
429,2021-07-22,BAC,-2.104463733867031
430,2021-07-23,BAC,-2.1550298372798795
431,2021-07-24,BAC,-2.1981649489315847
432,2021-07-25,BAC,-2.0270597825863046
433,2021-07-26,BAC,-1.9853295271652525
434,2021-07-27,BAC,-1.9908410310631357
435,2021-07-28,BAC,-1.9743912507607464
436,2021-07-29,BAC,-1.9717644788151072
437,2021-07-30,BAC,-1.919342014849476
438,2021-07-31,BAC,-1.582292170110411
439,2021-08-01,BAC,-1.3877247352745177
440,2021-08-02,BAC,-1.283899953334288
441,2021-08-03,BAC,-1.5672996704469164
442,2021-08-04,BAC,-2.003840708036617
443,2021-08-05,BAC,-2.4913533705078734
444,2021-08-06,BAC,-3.100979811295363
445,2021-08-07,BAC,-7.353154302168147
446,2021-08-08,BAC,
447,2021-08-09,BAC,
448,2021-08-10,BAC,
449,2021-08-11,BAC,
450,2021-08-12,BAC,
451,2021-08-13,BAC,
452,2021-08-14,BAC,
453,2021-08-15,BAC,
