country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-11,-8.0,6.0,-8.0,-16.0,-6.0,4.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-12,-5.0,6.0,5.0,-10.0,-4.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-13,-2.0,5.0,-1.0,-12.0,-6.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-14,-1.0,6.0,6.0,-7.0,-10.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-15,-3.0,6.0,4.0,-9.0,-6.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-16,4.0,9.0,24.0,-5.0,-12.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-17,0.0,11.0,11.0,-10.0,-10.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-18,-4.0,9.0,5.0,-11.0,-5.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-19,-7.0,6.0,2.0,-11.0,-5.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-20,-5.0,3.0,-4.0,-14.0,-6.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-21,-3.0,5.0,3.0,-8.0,-10.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-22,-8.0,2.0,-12.0,-14.0,-6.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-23,1.0,8.0,16.0,-11.0,-12.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-24,-1.0,7.0,6.0,-13.0,-10.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-25,-2.0,8.0,4.0,-12.0,-6.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-26,-13.0,-1.0,-6.0,-14.0,-6.0,4.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-27,-15.0,-8.0,-27.0,-19.0,-8.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-28,-2.0,10.0,-6.0,-12.0,-9.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-29,-4.0,10.0,0.0,-15.0,-3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-30,-2.0,9.0,8.0,-16.0,-9.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-08-31,-10.0,8.0,-19.0,-17.0,-5.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-01,-7.0,15.0,-11.0,-15.0,-2.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-02,-15.0,2.0,-12.0,-16.0,-5.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-03,-13.0,-5.0,-16.0,-16.0,-4.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-04,-5.0,2.0,-4.0,-10.0,-6.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-05,-2.0,5.0,2.0,-14.0,-3.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-06,2.0,6.0,19.0,-12.0,-10.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-07,-6.0,4.0,-2.0,-13.0,-5.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-08,-8.0,3.0,-3.0,-13.0,-2.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-09,-11.0,0.0,-5.0,-12.0,-1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-10,-8.0,-1.0,-12.0,-13.0,-2.0,-3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-11,-3.0,4.0,-2.0,-7.0,-4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-12,-4.0,2.0,-5.0,-13.0,-1.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-13,2.0,6.0,14.0,-9.0,-9.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-14,-6.0,3.0,-4.0,-13.0,-1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-15,-8.0,4.0,-4.0,-13.0,3.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-16,-10.0,1.0,-4.0,-12.0,3.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-17,-8.0,-2.0,-9.0,-13.0,1.0,-3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-18,-6.0,0.0,-4.0,-5.0,-2.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-19,-2.0,2.0,4.0,-8.0,0.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-20,-2.0,1.0,9.0,-8.0,-9.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-21,-6.0,2.0,0.0,-11.0,-2.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-22,-8.0,2.0,0.0,-10.0,2.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-23,-10.0,1.0,1.0,-8.0,4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-24,-13.0,-6.0,-19.0,-12.0,1.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-25,-8.0,2.0,-9.0,-9.0,0.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-26,-12.0,0.0,-17.0,-8.0,67.0,-5.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-27,-10.0,-2.0,-12.0,-16.0,-9.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-28,-13.0,-1.0,-21.0,-12.0,-1.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-29,-6.0,8.0,-6.0,-7.0,4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-09-30,-3.0,14.0,-6.0,12.0,3.0,-3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-01,7.0,23.0,39.0,-5.0,-59.0,4.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-02,3.0,13.0,61.0,-12.0,-58.0,10.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-03,-10.0,2.0,21.0,-8.0,-18.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-04,-6.0,2.0,18.0,-1.0,-9.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-05,-13.0,5.0,-17.0,-9.0,0.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-06,-10.0,8.0,-7.0,-9.0,4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-07,-11.0,4.0,-4.0,-7.0,5.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-08,-3.0,5.0,-11.0,2.0,3.0,-5.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-09,10.0,15.0,35.0,-9.0,-51.0,10.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-10,-5.0,5.0,22.0,-11.0,-13.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-11,-3.0,4.0,16.0,-6.0,-6.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-12,-10.0,6.0,-10.0,-9.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-13,-13.0,3.0,-14.0,-10.0,4.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-14,-10.0,3.0,-4.0,-6.0,6.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-15,-9.0,0.0,-13.0,-9.0,4.0,-3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-16,-6.0,4.0,-10.0,-2.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-17,-4.0,4.0,-2.0,-5.0,4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-18,0.0,4.0,14.0,-2.0,-6.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-19,-10.0,2.0,-10.0,-10.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-20,-11.0,3.0,-9.0,-9.0,5.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-21,-14.0,0.0,-12.0,-8.0,6.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-22,-14.0,-4.0,-26.0,-12.0,4.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-23,-8.0,3.0,-18.0,-3.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-24,-1.0,10.0,5.0,-4.0,4.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-25,-2.0,6.0,24.0,-4.0,-5.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-26,-8.0,6.0,-1.0,-8.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-27,-9.0,6.0,0.0,-8.0,6.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-28,-11.0,2.0,-1.0,-9.0,7.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-29,-10.0,-1.0,-14.0,-13.0,5.0,-3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-30,-4.0,6.0,-5.0,-4.0,2.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-10-31,-2.0,5.0,12.0,-7.0,5.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-01,0.0,5.0,25.0,-6.0,-4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-02,-11.0,1.0,-11.0,-14.0,2.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-03,-13.0,1.0,-16.0,-15.0,6.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-04,-13.0,-1.0,-10.0,-12.0,7.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-05,-10.0,0.0,-18.0,-13.0,5.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-06,-8.0,3.0,-15.0,-6.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-07,-7.0,4.0,-9.0,-9.0,2.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-08,-2.0,4.0,3.0,-7.0,-7.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-09,-11.0,2.0,-18.0,-13.0,1.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-10,-11.0,5.0,-17.0,-13.0,5.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-11,-9.0,4.0,-8.0,-9.0,6.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-12,-10.0,-1.0,-20.0,-13.0,4.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-13,-12.0,-2.0,-25.0,-4.0,0.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-14,-3.0,7.0,-7.0,-6.0,2.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-15,2.0,9.0,28.0,1.0,-5.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-16,-9.0,4.0,-5.0,-9.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-17,-10.0,4.0,-4.0,-10.0,5.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-18,-12.0,1.0,-2.0,-8.0,6.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-19,-10.0,-1.0,-11.0,-11.0,4.0,-3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-20,-6.0,5.0,-5.0,-2.0,1.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-21,-5.0,3.0,-1.0,-7.0,2.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-22,0.0,7.0,27.0,-1.0,-7.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-23,-11.0,2.0,-12.0,-12.0,1.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-24,-12.0,3.0,-9.0,-12.0,5.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-25,-12.0,1.0,-5.0,-10.0,6.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-26,-10.0,-1.0,-12.0,-11.0,4.0,-3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-27,-7.0,2.0,-12.0,-4.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-28,-6.0,3.0,-10.0,-10.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-29,-3.0,4.0,8.0,-7.0,-8.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-11-30,-12.0,1.0,-19.0,-13.0,1.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-01,-17.0,-2.0,-24.0,-14.0,5.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-02,-15.0,-1.0,-17.0,-11.0,6.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-03,-16.0,-7.0,-33.0,-15.0,4.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-04,-9.0,1.0,-23.0,-5.0,1.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-05,-4.0,4.0,-9.0,-6.0,2.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-06,0.0,6.0,11.0,-1.0,-9.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-07,-11.0,3.0,-17.0,-12.0,0.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-08,-16.0,-2.0,-25.0,-15.0,6.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-09,-22.0,-8.0,-33.0,-14.0,5.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-10,-11.0,0.0,-24.0,-13.0,5.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-11,-9.0,1.0,-20.0,-4.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-12,-2.0,5.0,-5.0,-3.0,3.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-13,3.0,6.0,25.0,2.0,-7.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-14,-11.0,1.0,-18.0,-12.0,1.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-15,-16.0,-3.0,-26.0,-14.0,5.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-16,-17.0,-4.0,-25.0,-12.0,6.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-17,-10.0,-2.0,-21.0,-11.0,5.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-18,-8.0,0.0,-16.0,-2.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-19,-7.0,0.0,-17.0,-8.0,2.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-20,-2.0,5.0,2.0,-4.0,-8.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-21,-17.0,-2.0,-33.0,-14.0,-1.0,4.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-22,-12.0,0.0,-15.0,-12.0,5.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-23,-21.0,-9.0,-32.0,-14.0,5.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-24,-10.0,-3.0,-25.0,-12.0,4.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-25,-5.0,2.0,-12.0,-4.0,0.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-26,-5.0,1.0,3.0,-9.0,4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-27,-4.0,1.0,6.0,-8.0,-7.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-28,-10.0,2.0,-14.0,-12.0,1.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-29,-10.0,3.0,-10.0,-12.0,6.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-30,-15.0,-2.0,-26.0,-11.0,5.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2020-12-31,-1.0,11.0,-19.0,3.0,-1.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-01,2.0,7.0,34.0,-16.0,-61.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-02,-11.0,-2.0,4.0,-21.0,-14.0,4.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-03,-7.0,-1.0,17.0,-10.0,-8.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-04,-17.0,-4.0,-26.0,-16.0,2.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-05,-17.0,0.0,-26.0,-17.0,6.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-06,-18.0,-3.0,-27.0,-15.0,6.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-07,-20.0,-9.0,-43.0,-20.0,3.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-08,-17.0,-3.0,-39.0,-14.0,0.0,4.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-09,-12.0,3.0,-31.0,-23.0,2.0,4.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-10,-5.0,5.0,-8.0,-18.0,-8.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-11,-20.0,-4.0,-42.0,-19.0,-1.0,4.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-12,-13.0,6.0,-29.0,-16.0,3.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-13,-13.0,2.0,-17.0,-13.0,4.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-14,-13.0,-5.0,-23.0,-17.0,0.0,-3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-15,-11.0,-4.0,-18.0,-11.0,-4.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-16,-14.0,-5.0,-18.0,-21.0,-4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-17,-14.0,-5.0,-18.0,-25.0,-15.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-18,-16.0,-6.0,-25.0,-19.0,-6.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-19,-16.0,-5.0,-18.0,-18.0,-3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-20,-14.0,-5.0,-12.0,-12.0,-2.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-21,-13.0,-8.0,-17.0,-19.0,-8.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-22,-15.0,-8.0,-21.0,-18.0,-11.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-23,-14.0,-4.0,-17.0,-23.0,-4.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-24,-10.0,-3.0,3.0,-20.0,-14.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-25,-12.0,-3.0,-12.0,-19.0,-10.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-26,-14.0,-2.0,-12.0,-19.0,-7.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-27,-17.0,-7.0,-16.0,-19.0,-6.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-28,-17.0,-10.0,-30.0,-23.0,-8.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-29,-12.0,-7.0,-19.0,-19.0,-10.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-30,-12.0,-5.0,-10.0,-24.0,-3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-01-31,-8.0,-2.0,9.0,-23.0,-12.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-01,-11.0,-3.0,-12.0,-21.0,-10.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-02,-13.0,-4.0,-17.0,-21.0,-7.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-03,-12.0,-4.0,-11.0,-18.0,-6.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-04,-10.0,-4.0,-19.0,-20.0,-8.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-05,-8.0,1.0,-16.0,-17.0,-11.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-06,-11.0,3.0,-17.0,-24.0,-1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-07,-5.0,4.0,1.0,-23.0,-8.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-08,-1.0,9.0,-16.0,-15.0,-15.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-09,6.0,20.0,-12.0,-9.0,-16.0,3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-10,5.0,27.0,-7.0,-19.0,-58.0,12.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-02-11,-25.0,7.0,-33.0,-36.0,-74.0,13.0
