,time,avg_1,avg_3,avg_7
0,2019-12-01,7.6381932680917854,,
1,2019-12-02,12.307256543109457,,
2,2019-12-03,13.345506778411977,,
3,2019-12-04,8.330023344834148,11.277080634578347,
4,2019-12-05,11.572997752322438,10.83986431267256,
5,2019-12-06,18.243930073951415,11.788550582150599,
6,2019-12-07,19.710847547962512,16.81547745991418,
7,2019-12-08,15.693187153391545,17.702680784732923,14.361117317462142
8,2019-12-09,8.757985606498,15.655272314262492,13.728944063138716
9,2019-12-10,1.5551339105391564,9.0680808508602,12.178237842099168
10,2019-12-11,4.215713868870551,4.2857706154961965,12.096250867165475
11,2019-12-12,7.135573387799423,4.671476828530743,10.210701858132623
12,2019-12-13,3.6132106751157154,5.152210174019015,7.031455341969456
13,2019-12-14,-2.179574628184445,3.1961222826926163,4.986183201532074
14,2019-12-15,-5.460931916467098,-1.6260232158986136,2.7655735062683857
15,2019-12-16,-6.7206292214134455,-5.000488983278862,0.532766541697605
16,2019-12-17,-7.005227007742077,-6.484063809858627,-1.5142337296739004
17,2019-12-18,-2.820844772782377,-6.54286999600457,-3.046625673395217
18,2019-12-19,4.353311463534021,-2.164079963972385,-3.052896383277059
19,2019-12-20,10.09959034231582,4.323321971682263,-2.9501448301276203
20,2019-12-21,8.224625360528592,7.876819450191777,-0.17164730922770813
21,2019-12-22,5.1908099194060595,8.18868525402107,2.8768804145937708
22,2019-12-23,4.752390547016413,6.529938233391334,4.527096799457939
23,2019-12-24,2.1301951667692562,4.182762204127538,5.174325675356556
24,2019-12-25,-0.06697776689233051,2.622375867085755,5.1536928836882065
25,2019-12-26,-1.4531177363367174,-0.10900484952206484,4.403545839724174
26,2019-12-27,13.275446932443732,1.2720334442506451,4.157428851782839
27,2019-12-28,6.559502112044014,5.465608347373694,3.5467666222372083
28,2019-12-29,-1.9417013859073087,4.624707273737047,2.35335738074822
29,2019-12-30,-5.011926155292444,-0.7583209118672238,0.5640224687075149
30,2019-12-31,12.55105243420903,-1.977481296908052,0.9476250400997885
31,2020-01-01,11.821748627294118,6.880918606322047,3.49645196369126
32,2020-01-02,0.10471920168865193,7.133451520269682,3.813364692083461
33,2020-01-03,-5.3636030198466,0.6969262177268913,0.971934574233048
34,2020-01-04,-6.916482465191532,-4.896784818280509,-2.336748950934675
35,2020-01-05,-6.21315293890281,-6.467609376114223,-3.8016424752575237
36,2020-01-06,-4.663655155182141,-5.924092265606598,-4.069024918769623
37,2020-01-07,-5.58905032186756,-5.496950239112333,-4.7564985853309105
38,2020-01-08,-0.7564406286925878,-4.457284662879552,-5.120844155015542
39,2020-01-09,3.6293317312746667,-1.3725081007646984,-5.094844712627623
40,2020-01-10,-1.5203699228657273,-0.08780041649332813,-4.532944258245859
41,2020-01-11,-3.2331168301239375,-0.6142209107967246,-3.701444969542137
42,2020-01-12,5.633972945097853,-0.7366604652130159,-1.7720160442772563
43,2020-01-13,6.9541132170480155,3.948884176061534,-0.12060627500702914
44,2020-01-14,2.2721637078129993,5.171719458935916,1.2666282756637826
45,2020-01-15,5.50887972834729,4.721177786504205,2.52281899503466
46,2020-01-16,0.2743391665023258,2.4402155893200983,1.7253941397252603
47,2020-01-17,4.656168037997119,3.1295892408246035,2.940011945915085
48,2020-01-18,9.503791662105542,4.7546872935607265,4.93267976506405
49,2020-01-19,1.832953763548148,5.521270692796679,3.915226575174002
50,2020-01-20,-0.41892329590217964,2.5789122665511512,2.4163198622142423
51,2020-01-21,-3.7166499395570547,-0.8496853954330783,1.5055271070181904
52,2020-01-22,-6.2858493282930015,-3.682818123428608,-0.44963385076345913
53,2020-01-23,-7.013345829048859,-6.040394741373966,-1.7118374623325479
54,2020-01-24,-6.621534414285106,-6.691065047734452,-2.680246266102475
55,2020-01-25,0.6542674302916304,-5.6188159387285985,-3.047546998796783
56,2020-01-26,8.46040499658245,1.1510137316531408,-3.036645237375072
57,2020-01-27,12.411047926402667,8.206026701511108,-2.6207877140630846
58,2020-01-28,13.504854251633402,11.351204982580219,1.2084908361934887
59,2020-01-29,10.614249362976697,12.23061703411505,7.171307033386386
60,2020-01-30,6.969142938872558,10.541518588038352,8.335601769255545
61,2020-01-31,6.150912995398958,7.680082882365997,8.780338117298667
62,2020-02-01,1.1276645573408368,5.280099022578077,8.753261286138748
63,2020-02-02,-4.4280121018429455,1.3515800798929059,7.569299873903004
64,2020-02-03,-4.7991240201394305,-2.7796664078208173,5.37523410785417
65,2020-02-04,3.5650833346233837,-2.6292457418437962,3.848557466717875
66,2020-02-05,6.333445832071859,2.494394930031141,3.0571551698789
67,2020-02-06,11.38748872283071,6.745402590484207,3.0715669114635706
68,2020-02-07,8.489864980883201,8.576470241804818,3.397324836885636
69,2020-02-08,8.045424673106451,8.924931247901089,5.760889923096805
70,2020-02-09,9.204059300585756,8.509534535053056,7.397084761008132
71,2020-02-10,3.5246002066330266,7.905680934521557,7.666995869079737
72,2020-02-11,-5.226960619782885,3.489631602032085,7.604316219450659
73,2020-02-12,-6.6502729664779086,-4.676092975720791,6.959029461966136
74,2020-02-13,-6.3057270403289785,-6.313470424712472,3.246461217610902
75,2020-02-14,-5.799120357300379,-6.240366943182062,-3.5496488089179765
76,2020-02-15,-6.203159221132601,-6.080304457641021,-5.413176028341111
77,2020-02-16,8.495048488214929,-5.509667792349397,-5.724791688712635
78,2020-02-17,14.543091426293833,5.072809861342897,-5.686273700643693
79,2020-02-18,9.83216842179795,11.563550513431313,-4.620303123121844
80,2020-02-19,3.96504006068965,10.009822350696753,-0.06455889997031304
