,time,TAP,BAC,NHDH,NWL,ILA,NDS,NSK,HSN,KSHI,NFF,EAH,EWT,NST,ETLH,TCU,EGFH,EHYH,CHKH,CHK,EHD,SNJ,KAU,WLC
0,2021-01-01,,-0.3588591079106972,-0.1976847076861919,0.1033998695216571,-0.1685437930790316,0.0983024785674314,0.050068003020849,-0.2875796454707671,-0.440308864194277,0.5156377240906099,-0.7982256218474475,-0.9097302073568956,-2.8180990388376808,2.132244477341591,-0.2695681996309843,0.1925756106956143,-0.4383350023742068,0.8660261636080818,1.8669425393840813,-0.6474223781954792,-0.5373902114232217,0.0719933946265683,0.9887250126896716
1,2021-01-02,,-0.4315603187964447,-0.3447777810989766,0.0194796269125475,-0.3472710903946857,-0.5103187258603176,0.1400075128331895,-0.4002105507240607,-0.5514458683135387,0.8000253981827806,-1.6435849049484397,-0.7993193316700706,-2.823199930309108,2.163456190132537,-0.2773783135301664,0.203954037678296,-0.2766603473676237,-0.933451413106688,0.5135107135910245,-0.7603885553345038,-0.981071027661534,-0.1815298206478351,1.0011604455674423
2,2021-01-03,,-0.6724465850372571,-0.1786705157101254,-0.0015236795662332,-0.384658043400076,-0.4586385784540894,0.2559301213722687,-0.352905976160359,-0.425219742370876,0.9233842163983472,-1.5146824799430976,-0.8261916258224855,-2.831924411148598,2.1909109649911693,-0.236343311669911,0.2928801972392719,0.0024523468317274,-2.407882329597576,-0.1059692536808868,-0.8926490951843136,-1.0479392779165833,1.1147594457417325,1.274394045643318
3,2021-01-04,,-0.7756418772286403,-0.120529327723164,0.0168298711348704,-0.3481563678168499,-0.1022486039329198,0.3168765333187312,-0.3641245854594745,-0.4683181927421262,0.9253285440659468,-1.0785245536860637,-0.7842167443584522,-2.8525417023046646,2.2524087769039576,-0.2285241013252698,0.3045098514355888,0.053396896864374,-2.3745638150664767,0.0533019433354274,-0.978863263956646,-1.0487187280306969,1.4542272342996962,1.446752586907352
4,2021-01-05,,-0.855036867318468,-0.1931869104954422,-0.0316336108017536,-0.3712160574097556,0.0782360468802254,0.3644967402441875,-0.434619533970188,-0.4705561182854428,0.916006979510164,-1.46400856355126,-0.8370215857229506,-2.8693465248497856,2.2934474777272764,-0.2336249840163225,0.2817990442091725,0.0907464441061403,-1.8268965719220545,0.4727542707952867,-0.9184928171994168,-1.0610197992839652,-0.159237953462779,1.6087221413879909
5,2021-01-06,,-0.8878245428803746,-0.2580108565834377,-0.0400695805022987,-0.4261090679591534,0.0033164907199071,0.4174722715662974,-0.4707531085537904,-0.4445319937455384,0.8658262049246745,-1.5629979031203012,-0.7113616573322434,-2.980392988893578,2.2476714348692166,-0.2350752886587327,0.5779626816245552,0.1397638405724354,-1.2562073715608049,0.56938080877888,-0.8406780030791162,-1.1177584536582474,-0.1659446950330952,1.356211970347218
6,2021-01-07,,-0.8908030244073765,-0.2387621417949285,-0.0220167674983567,-0.4973805281081037,-0.2106347768677067,0.3648710341247998,-0.4764828114819232,-0.2838943410913762,0.8066333255921471,-1.406608171333174,-0.5653043383802058,-2.861550838125669,1.981330504432488,-0.2414395136857094,0.5493098880068754,0.110514576425398,-1.2562073715608049,0.5105000689408689,-0.7939901616787135,-1.0614070038999035,-0.0552566885240065,1.0228810111190425
7,2021-01-08,0.0199515984487946,-0.7460392097277879,-0.1032608209398885,0.0646656299772698,-0.5173480090492392,0.0785691974421855,0.4077849420144552,-0.2492429802396132,0.3221326229601422,0.7050612734270578,-0.0359256530736684,-0.4185954846801646,-2.140960538598909,1.556094851434919,-0.1885854386767893,0.5665661116183752,0.0621117044856093,-0.203747116973308,0.8157611119465635,-0.6164960211359,-0.596021831086982,0.3398281727503246,0.945248625321942
8,2021-01-09,0.0545460592015271,-0.6168477347558942,0.0719711828244228,0.1439061743322329,-0.4478903057769129,0.830914425994491,0.4147342347529749,-0.148760440830088,0.4728713835362771,0.20209784967452,0.998013191784608,-0.3690315617163626,-1.15732882865354,1.2526909377798066,-0.1565658703609225,0.6232616922942433,-0.0516437574742233,1.0210297533544768,1.0613618456551313,-0.49446558305887,-0.0739696267531182,0.6550430399548055,0.6497723344831625
9,2021-01-10,-0.0107604115616757,-0.5581183820137184,0.0880379822080135,0.1798372692230629,-0.5427428742896785,0.9647052376625485,0.422224335733849,0.0963069280146279,0.3860704416773569,-0.2313552847042805,1.2101242346342325,-0.4192265085057245,-0.3820660117943662,1.0150458655196786,-0.1558205822955065,0.4296768631124824,-0.1333662804947451,1.548764273188178,1.2447981915582107,-0.4224817458290917,-0.0045120310261388,-0.0013066409706012,0.2052728220509695
